sex,country,year,age,suicides_no,population,suicides/100k pop,HDI for year,gdp_for_year ($) ,gdp_per_capita ($)
female,Argentina,1991,5-14 years,9,3277000,"0,27",,189719984268,6404
female,Argentina,1991,55-74 years,169,2508000,"6,74",,189719984268,6404
female,Argentina,1991,75+ years,50,658000,"7,6",,189719984268,6404
female,Argentina,1992,15-24 years,79,2783500,"2,84",,228788617202,7615
female,Argentina,1992,25-34 years,79,2329100,"3,39",,228788617202,7615
female,Argentina,1992,35-54 years,140,3755500,"3,73",,228788617202,7615
female,Argentina,1992,5-14 years,13,3276800,"0,4",,228788617202,7615
female,Argentina,1992,55-74 years,147,2538400,"5,79",,228788617202,7615
female,Argentina,1992,75+ years,46,678000,"6,78",,228788617202,7615
female,Argentina,1993,15-24 years,73,2879300,"2,54",,236741715015,7768
female,Argentina,1993,25-34 years,76,2347800,"3,24",,236741715015,7768
female,Argentina,1993,35-54 years,144,3820400,"3,77",,236741715015,7768
female,Argentina,1993,5-14 years,16,3269800,"0,49",,236741715015,7768
female,Argentina,1993,55-74 years,126,2568300,"4,91",,236741715015,7768
female,Argentina,1993,75+ years,58,698400,"8,3",,236741715015,7768
female,Argentina,1994,15-24 years,98,2971300,"3,3",,257440000000,8328
female,Argentina,1994,25-34 years,72,2369900,"3,04",,257440000000,8328
female,Argentina,1994,35-54 years,160,3885600,"4,12",,257440000000,8328
female,Argentina,1994,5-14 years,11,3262900,"0,34",,257440000000,8328
female,Argentina,1994,55-74 years,135,2597400,"5,2",,257440000000,8328
female,Argentina,1994,75+ years,34,719700,"4,72",,257440000000,8328
female,Argentina,1995,15-24 years,101,3053300,"3,31",731,258031750000,8232
female,Argentina,1995,25-34 years,62,2396900,"2,59",731,258031750000,8232
female,Argentina,1995,35-54 years,139,3950100,"3,52",731,258031750000,8232
female,Argentina,1995,5-14 years,19,3261100,"0,58",731,258031750000,8232
female,Argentina,1995,55-74 years,134,2625900,"5,1",731,258031750000,8232
female,Argentina,1995,75+ years,49,742200,"6,6",731,258031750000,8232
female,Argentina,1996,15-24 years,105,3123600,"3,36",,272149750000,8563
female,Argentina,1996,25-34 years,52,2428400,"2,14",,272149750000,8563
female,Argentina,1996,35-54 years,176,4014100,"4,38",,272149750000,8563
female,Argentina,1996,5-14 years,9,3266800,"0,28",,272149750000,8563
female,Argentina,1996,55-74 years,131,2653800,"4,94",,272149750000,8563
female,Argentina,1996,75+ years,59,766100,"7,7",,272149750000,8563
female,Argentina,1997,15-24 years,113,3161000,"3,57",,292859000000,9057
female,Argentina,1997,25-34 years,72,2474330,"2,91",,292859000000,9057
female,Argentina,1997,35-54 years,165,4083427,"4,04",,292859000000,9057
female,Argentina,1997,5-14 years,11,3327355,"0,33",,292859000000,9057
female,Argentina,1997,55-74 years,131,2668528,"4,91",,292859000000,9057
female,Argentina,1997,75+ years,47,854095,"5,5",,292859000000,9057
female,Argentina,1998,15-24 years,114,3200362,"3,56",,298948250000,9126
female,Argentina,1998,25-34 years,52,2512005,"2,07",,298948250000,9126
female,Argentina,1998,35-54 years,147,4143203,"3,55",,298948250000,9126
female,Argentina,1998,5-14 years,20,3353473,"0,6",,298948250000,9126
female,Argentina,1998,55-74 years,140,2696429,"5,19",,298948250000,9126
female,Argentina,1998,75+ years,53,883724,6,,298948250000,9126
female,Argentina,1999,15-24 years,101,3229424,"3,13",,283523000000,8546
female,Argentina,1999,25-34 years,50,2559176,"1,95",,283523000000,8546
female,Argentina,1999,35-54 years,141,4200203,"3,36",,283523000000,8546
female,Argentina,1999,5-14 years,20,3377543,"0,59",,283523000000,8546
female,Argentina,1999,55-74 years,137,2727054,"5,02",,283523000000,8546
female,Argentina,1999,75+ years,44,912898,"4,82",,283523000000,8546
female,Argentina,2000,15-24 years,116,3249247,"3,57",762,284203750000,8462
female,Argentina,2000,25-34 years,63,2617723,"2,41",762,284203750000,8462
female,Argentina,2000,35-54 years,174,4253771,"4,09",762,284203750000,8462
female,Argentina,2000,5-14 years,21,3396135,"0,62",762,284203750000,8462
female,Argentina,2000,55-74 years,133,2760512,"4,82",762,284203750000,8462
female,Argentina,2000,75+ years,43,941957,"4,56",762,284203750000,8462
female,Argentina,2001,15-24 years,166,3262682,"5,09",,268696750000,7900
female,Argentina,2001,25-34 years,82,2690206,"3,05",,268696750000,7900
female,Argentina,2001,35-54 years,210,4306817,"4,88",,268696750000,7900
female,Argentina,2001,5-14 years,24,3411619,"0,7",,268696750000,7900
female,Argentina,2001,55-74 years,137,2788628,"4,91",,268696750000,7900
female,Argentina,2001,75+ years,57,978346,"5,83",,268696750000,7900
female,Argentina,2002,15-24 years,158,3263542,"4,84",,97724004252,2840
female,Argentina,2002,25-34 years,91,2772560,"3,28",,97724004252,2840
female,Argentina,2002,35-54 years,194,4355651,"4,45",,97724004252,2840
female,Argentina,2002,5-14 years,23,3418842,"0,67",,97724004252,2840
female,Argentina,2002,55-74 years,179,2819507,"6,35",,97724004252,2840
female,Argentina,2002,75+ years,58,1012399,"5,73",,97724004252,2840
female,Argentina,2003,15-24 years,179,3258029,"5,49",,127586973492,3668
female,Argentina,2003,25-34 years,69,2859003,"2,41",,127586973492,3668
female,Argentina,2003,35-54 years,196,4402438,"4,45",,127586973492,3668
female,Argentina,2003,5-14 years,25,3419258,"0,73",,127586973492,3668
female,Argentina,2003,55-74 years,147,2854473,"5,15",,127586973492,3668
female,Argentina,2003,75+ years,68,1044188,"6,51",,127586973492,3668
female,Argentina,2004,15-24 years,159,3255244,"4,88",,164657930453,4683
female,Argentina,2004,25-34 years,99,2940630,"3,37",,164657930453,4683
female,Argentina,2004,35-54 years,185,4450210,"4,16",,164657930453,4683
female,Argentina,2004,5-14 years,25,3416244,"0,73",,164657930453,4683
female,Argentina,2004,55-74 years,136,2895423,"4,7",,164657930453,4683
female,Argentina,2004,75+ years,50,1073648,"4,66",,164657930453,4683
female,Argentina,2005,15-24 years,148,3260468,"4,54",775,198737095012,5590
female,Argentina,2005,25-34 years,104,3011376,"3,45",775,198737095012,5590
female,Argentina,2005,35-54 years,171,4500787,"3,8",775,198737095012,5590
female,Argentina,2005,5-14 years,21,3413809,"0,62",775,198737095012,5590
female,Argentina,2005,55-74 years,161,2943135,"5,47",775,198737095012,5590
female,Argentina,2005,75+ years,59,1101024,"5,36",775,198737095012,5590
female,Argentina,2006,15-24 years,175,3271703,"5,35",,232557260817,6475
female,Argentina,2006,25-34 years,105,3070419,"3,42",,232557260817,6475
female,Argentina,2006,35-54 years,160,4549471,"3,52",,232557260817,6475
female,Argentina,2006,5-14 years,26,3412126,"0,76",,232557260817,6475
female,Argentina,2006,55-74 years,115,2983954,"3,85",,232557260817,6475
female,Argentina,2006,75+ years,31,1132977,"2,74",,232557260817,6475
female,Argentina,2007,15-24 years,146,3292790,"4,43",,287530508431,7918
female,Argentina,2007,25-34 years,126,3120162,"4,04",,287530508431,7918
female,Argentina,2007,35-54 years,155,4601874,"3,37",,287530508431,7918
female,Argentina,2007,5-14 years,34,3414627,1,,287530508431,7918
female,Argentina,2007,55-74 years,108,3033008,"3,56",,287530508431,7918
female,Argentina,2007,75+ years,31,1161794,"2,67",,287530508431,7918
female,Argentina,2008,15-24 years,180,3319037,"5,42",,361558037110,9843
female,Argentina,2008,25-34 years,94,3159967,"2,97",,361558037110,9843
female,Argentina,2008,35-54 years,173,4660022,"3,71",,361558037110,9843
female,Argentina,2008,5-14 years,20,3422263,"0,58",,361558037110,9843
female,Argentina,2008,55-74 years,108,3088727,"3,5",,361558037110,9843
female,Argentina,2008,75+ years,36,1188016,"3,03",,361558037110,9843
female,Argentina,2009,15-24 years,164,3342385,"4,91",,332976484578,8961
female,Argentina,2009,25-34 years,105,3189773,"3,29",,332976484578,8961
female,Argentina,2009,35-54 years,150,4726814,"3,17",,332976484578,8961
female,Argentina,2009,5-14 years,28,3434884,"0,82",,332976484578,8961
female,Argentina,2009,55-74 years,112,3148915,"3,56",,332976484578,8961
female,Argentina,2009,75+ years,25,1211934,"2,06",,332976484578,8961
female,Argentina,2010,15-24 years,150,3358103,"4,47",811,423627422092,11273
female,Argentina,2010,25-34 years,101,3210247,"3,15",811,423627422092,11273
female,Argentina,2010,35-54 years,162,4804030,"3,37",811,423627422092,11273
female,Argentina,2010,5-14 years,20,3450419,"0,58",811,423627422092,11273
female,Argentina,2010,55-74 years,99,3212253,"3,08",811,423627422092,11273
female,Argentina,2010,75+ years,34,1234182,"2,75",811,423627422092,11273
female,Argentina,2011,15-24 years,172,3372659,"5,1",818,530163281575,13946
female,Argentina,2011,25-34 years,102,3224774,"3,16",818,530163281575,13946
female,Argentina,2011,35-54 years,157,4893085,"3,21",818,530163281575,13946
female,Argentina,2011,5-14 years,29,3472180,"0,84",818,530163281575,13946
female,Argentina,2011,55-74 years,93,3268753,"2,85",818,530163281575,13946
female,Argentina,2011,75+ years,30,1260121,"2,38",818,530163281575,13946
female,Argentina,2012,15-24 years,204,3380770,"6,03",831,545982375701,14203
female,Argentina,2012,25-34 years,102,3228400,"3,16",831,545982375701,14203
female,Argentina,2012,35-54 years,164,4993138,"3,28",831,545982375701,14203
female,Argentina,2012,5-14 years,17,3494571,"0,49",831,545982375701,14203
female,Argentina,2012,55-74 years,108,3328463,"3,24",831,545982375701,14203
female,Argentina,2012,75+ years,33,1282726,"2,57",831,545982375701,14203
female,Argentina,2013,15-24 years,167,3384642,"4,93",833,552025140252,14206
female,Argentina,2013,25-34 years,102,3226464,"3,16",833,552025140252,14206
female,Argentina,2013,35-54 years,157,5099167,"3,08",833,552025140252,14206
female,Argentina,2013,5-14 years,32,3515742,"0,91",833,552025140252,14206
female,Argentina,2013,55-74 years,102,3390673,"3,01",833,552025140252,14206
female,Argentina,2013,75+ years,29,1303352,"2,23",833,552025140252,14206
female,Argentina,2014,15-24 years,204,3388324,"6,02",836,526319673732,13400
female,Argentina,2014,25-34 years,118,3227239,"3,66",836,526319673732,13400
female,Argentina,2014,35-54 years,196,5203634,"3,77",836,526319673732,13400
female,Argentina,2014,5-14 years,35,3533961,"0,99",836,526319673732,13400
female,Argentina,2014,55-74 years,109,3454994,"3,15",836,526319673732,13400
female,Argentina,2014,75+ years,25,1323654,"1,89",836,526319673732,13400
female,Argentina,2015,15-24 years,153,3394201,"4,51",,594749285413,14981
female,Argentina,2015,25-34 years,114,3235582,"3,52",,594749285413,14981
female,Argentina,2015,35-54 years,166,5301368,"3,13",,594749285413,14981
female,Argentina,2015,5-14 years,19,3549219,"0,54",,594749285413,14981
female,Argentina,2015,55-74 years,125,3520779,"3,55",,594749285413,14981
female,Argentina,2015,75+ years,27,1344980,"2,01",,594749285413,14981
female,Argentina,2016,15-24 years,,,,,,
female,Argentina,2016,25-34 years,,,,,,
female,Argentina,2016,35-54 years,,,,,,
female,Argentina,2016,5-14 years,,,,,,
female,Argentina,2016,55-74 years,,,,,,
female,Argentina,2016,75+ years,,,,,,
female,Armenia,1985,15-24 years,,,,,,
female,Armenia,1985,25-34 years,,,,,,
female,Armenia,1985,35-54 years,,,,,,
female,Armenia,1985,5-14 years,,,,,,
female,Armenia,1985,55-74 years,,,,,,
female,Armenia,1985,75+ years,,,,,,
female,Armenia,1986,15-24 years,,,,,,
female,Armenia,1986,25-34 years,,,,,,
female,Armenia,1986,35-54 years,,,,,,
female,Armenia,1986,5-14 years,,,,,,
female,Armenia,1986,55-74 years,,,,,,
female,Armenia,1986,75+ years,,,,,,
female,Armenia,1987,15-24 years,,,,,,
female,Armenia,1987,25-34 years,,,,,,
female,Armenia,1987,35-54 years,,,,,,
female,Armenia,1987,5-14 years,,,,,,
female,Armenia,1987,55-74 years,,,,,,
female,Armenia,1987,75+ years,,,,,,
female,Armenia,1988,15-24 years,,,,,,
female,Armenia,1988,25-34 years,,,,,,
female,Armenia,1988,35-54 years,,,,,,
female,Armenia,1988,5-14 years,,,,,,
female,Armenia,1988,55-74 years,,,,,,
female,Armenia,1988,75+ years,,,,,,
female,Armenia,1989,15-24 years,,,,,,
female,Armenia,1989,25-34 years,,,,,,
female,Armenia,1989,35-54 years,,,,,,
female,Armenia,1989,5-14 years,,,,,,
female,Armenia,1989,55-74 years,,,,,,
female,Armenia,1989,75+ years,,,,,,
female,Armenia,1990,15-24 years,3,258500,"1,16",632,2256838858,756
female,Armenia,1990,25-34 years,4,320700,"1,25",632,2256838858,756
female,Armenia,1990,35-54 years,15,358000,"4,19",632,2256838858,756
female,Armenia,1990,5-14 years,0,316900,0,632,2256838858,756
female,Armenia,1990,55-74 years,6,224100,"2,68",632,2256838858,756
female,Armenia,1990,75+ years,1,48900,"2,04",632,2256838858,756
female,Armenia,1991,15-24 years,0,286400,0,,2068526522,640
female,Armenia,1991,25-34 years,4,342100,"1,17",,2068526522,640
female,Armenia,1991,35-54 years,9,396300,"2,27",,2068526522,640
female,Armenia,1991,5-14 years,0,349500,0,,2068526522,640
female,Armenia,1991,55-74 years,11,247900,"4,44",,2068526522,640
female,Armenia,1991,75+ years,2,52900,"3,78",,2068526522,640
female,Armenia,1992,15-24 years,1,290100,"0,34",,1272577456,385
female,Armenia,1992,25-34 years,0,340900,0,,1272577456,385
female,Armenia,1992,35-54 years,6,410800,"1,46",,1272577456,385
female,Armenia,1992,5-14 years,0,358200,0,,1272577456,385
female,Armenia,1992,55-74 years,10,263400,"3,8",,1272577456,385
female,Armenia,1992,75+ years,2,53400,"3,75",,1272577456,385
female,Armenia,1993,15-24 years,3,293900,"1,02",,1201313201,357
female,Armenia,1993,25-34 years,6,335900,"1,79",,1201313201,357
female,Armenia,1993,35-54 years,6,424000,"1,42",,1201313201,357
female,Armenia,1993,5-14 years,0,364200,0,,1201313201,357
female,Armenia,1993,55-74 years,14,276100,"5,07",,1201313201,357
female,Armenia,1993,75+ years,6,53100,"11,3",,1201313201,357
female,Armenia,1994,15-24 years,4,297600,"1,34",,1315158670,387
female,Armenia,1994,25-34 years,1,326200,"0,31",,1315158670,387
female,Armenia,1994,35-54 years,7,437100,"1,6",,1315158670,387
female,Armenia,1994,5-14 years,1,367000,"0,27",,1315158670,387
female,Armenia,1994,55-74 years,18,286000,"6,29",,1315158670,387
female,Armenia,1994,75+ years,5,51700,"9,67",,1315158670,387
female,Armenia,1995,15-24 years,3,303200,"0,99",605,1468317350,426
female,Armenia,1995,25-34 years,11,313300,"3,51",605,1468317350,426
female,Armenia,1995,35-54 years,8,453600,"1,76",605,1468317350,426
female,Armenia,1995,5-14 years,0,369700,0,605,1468317350,426
female,Armenia,1995,55-74 years,11,295200,"3,73",605,1468317350,426
female,Armenia,1995,75+ years,2,51400,"3,89",605,1468317350,426
female,Armenia,1996,15-24 years,1,310200,"0,32",,1596968913,458
female,Armenia,1996,25-34 years,3,301500,1,,1596968913,458
female,Armenia,1996,35-54 years,7,471200,"1,49",,1596968913,458
female,Armenia,1996,5-14 years,1,371900,"0,27",,1596968913,458
female,Armenia,1996,55-74 years,12,301900,"3,97",,1596968913,458
female,Armenia,1996,75+ years,0,51100,0,,1596968913,458
female,Armenia,1997,15-24 years,0,316500,0,,1639492424,465
female,Armenia,1997,25-34 years,1,294200,"0,34",,1639492424,465
female,Armenia,1997,35-54 years,3,489900,"0,61",,1639492424,465
female,Armenia,1997,5-14 years,0,370800,0,,1639492424,465
female,Armenia,1997,55-74 years,8,304400,"2,63",,1639492424,465
female,Armenia,1997,75+ years,3,51400,"5,84",,1639492424,465
female,Armenia,1998,15-24 years,0,322300,0,,1893726437,532
female,Armenia,1998,25-34 years,1,289300,"0,35",,1893726437,532
female,Armenia,1998,35-54 years,9,509800,"1,77",,1893726437,532
female,Armenia,1998,5-14 years,1,364600,"0,27",,1893726437,532
female,Armenia,1998,55-74 years,6,302000,"1,99",,1893726437,532
female,Armenia,1998,75+ years,1,53100,"1,88",,1893726437,532
female,Armenia,1999,15-24 years,0,329700,0,,1845482181,515
female,Armenia,1999,25-34 years,2,284300,"0,7",,1845482181,515
female,Armenia,1999,35-54 years,4,530700,"0,75",,1845482181,515
female,Armenia,1999,5-14 years,0,352300,0,,1845482181,515
female,Armenia,1999,55-74 years,9,296800,"3,03",,1845482181,515
female,Armenia,1999,75+ years,3,56800,"5,28",,1845482181,515
female,Armenia,2000,15-24 years,0,341100,0,648,1911563665,530
female,Armenia,2000,25-34 years,4,280400,"1,43",648,1911563665,530
female,Armenia,2000,35-54 years,1,555300,"0,18",648,1911563665,530
female,Armenia,2000,5-14 years,0,328000,0,648,1911563665,530
female,Armenia,2000,55-74 years,4,292700,"1,37",648,1911563665,530
female,Armenia,2000,75+ years,5,66500,"7,52",648,1911563665,530
female,Armenia,2001,15-24 years,0,346468,0,,2118467913,587
female,Armenia,2001,25-34 years,1,279953,"0,36",,2118467913,587
female,Armenia,2001,35-54 years,3,563626,"0,53",,2118467913,587
female,Armenia,2001,5-14 years,0,319507,0,,2118467913,587
female,Armenia,2001,55-74 years,4,289601,"1,38",,2118467913,587
female,Armenia,2001,75+ years,4,66283,"6,03",,2118467913,587
female,Armenia,2002,15-24 years,1,294739,"0,34",,2376335048,788
female,Armenia,2002,25-34 years,1,222943,"0,45",,2376335048,788
female,Armenia,2002,35-54 years,6,469992,"1,28",,2376335048,788
female,Armenia,2002,5-14 years,0,278743,0,,2376335048,788
female,Armenia,2002,55-74 years,3,251856,"1,19",,2376335048,788
female,Armenia,2002,75+ years,1,58553,"1,71",,2376335048,788
female,Armenia,2003,15-24 years,0,300080,0,,2807061009,928
female,Armenia,2003,25-34 years,0,225313,0,,2807061009,928
female,Armenia,2003,35-54 years,3,473959,"0,63",,2807061009,928
female,Armenia,2003,5-14 years,0,266940,0,,2807061009,928
female,Armenia,2003,55-74 years,3,249909,"1,2",,2807061009,928
female,Armenia,2003,75+ years,3,62935,"4,77",,2807061009,928
female,Armenia,2004,15-24 years,,,,,,
female,Armenia,2004,25-34 years,,,,,,
female,Armenia,2004,35-54 years,,,,,,
female,Armenia,2004,5-14 years,,,,,,
female,Armenia,2004,55-74 years,,,,,,
female,Armenia,2004,75+ years,,,,,,
female,Armenia,2005,15-24 years,,,,,,
female,Armenia,2005,25-34 years,,,,,,
female,Armenia,2005,35-54 years,,,,,,
female,Armenia,2005,5-14 years,,,,,,
female,Armenia,2005,55-74 years,,,,,,
female,Armenia,2005,75+ years,,,,,,
female,Armenia,2006,15-24 years,0,290966,0,,6384451606,2310
female,Armenia,2006,25-34 years,2,215884,"0,93",,6384451606,2310
female,Armenia,2006,35-54 years,5,450477,"1,11",,6384451606,2310
female,Armenia,2006,5-14 years,0,203195,0,,6384451606,2310
female,Armenia,2006,55-74 years,8,238745,"3,35",,6384451606,2310
