,sex,country,year,age,generation,suicides_no,population,suicides/100k pop,HDI for year,gdp_for_year ($) ,gdp_per_capita ($)
1274,female,Austria,2005,35-54 years,Boomers,121.0,1250028.0,9.68,853.0,315974418605.0,40367.0
1275,female,Austria,2005,5-14 years,Millenials,1.0,448529.0,0.22,853.0,315974418605.0,40367.0
1276,female,Austria,2005,55-74 years,Silent,96.0,869065.0,11.05,853.0,315974418605.0,40367.0
1277,female,Austria,2005,75+ years,Silent,81.0,421281.0,19.23,853.0,315974418605.0,40367.0
1278,female,Austria,2006,15-24 years,Millenials,16.0,499388.0,3.2,,335998557270.0,42698.0
1279,female,Austria,2006,25-34 years,Generation X,18.0,542011.0,3.32,,335998557270.0,42698.0
1280,female,Austria,2006,35-54 years,Boomers,91.0,1265873.0,7.19,,335998557270.0,42698.0
1281,female,Austria,2006,5-14 years,Millenials,0.0,441264.0,0.0,,335998557270.0,42698.0
1282,female,Austria,2006,55-74 years,Silent,91.0,876832.0,10.38,,335998557270.0,42698.0
1283,female,Austria,2006,75+ years,Silent,81.0,425747.0,19.03,,335998557270.0,42698.0
1284,female,Austria,2007,15-24 years,Millenials,15.0,499804.0,3.0,,388691445387.0,49218.0
1285,female,Austria,2007,25-34 years,Generation X,25.0,539763.0,4.63,,388691445387.0,49218.0
1286,female,Austria,2007,35-54 years,Boomers,88.0,1277479.0,6.89,,388691445387.0,49218.0
1287,female,Austria,2007,5-14 years,Generation Z,0.0,433193.0,0.0,,388691445387.0,49218.0
1288,female,Austria,2007,55-74 years,Silent,109.0,885212.0,12.31,,388691445387.0,49218.0
1289,female,Austria,2007,75+ years,Silent,80.0,428921.0,18.65,,388691445387.0,49218.0
1290,female,Austria,2008,15-24 years,Millenials,18.0,500763.0,3.59,,430294287388.0,54294.0
1291,female,Austria,2008,25-34 years,Generation X,18.0,539635.0,3.34,,430294287388.0,54294.0
1292,female,Austria,2008,35-54 years,Boomers,112.0,1285210.0,8.71,,430294287388.0,54294.0
1293,female,Austria,2008,5-14 years,Generation Z,2.0,425776.0,0.47,,430294287388.0,54294.0
1294,female,Austria,2008,55-74 years,Silent,82.0,895882.0,9.15,,430294287388.0,54294.0
1295,female,Austria,2008,75+ years,Silent,72.0,430534.0,16.72,,430294287388.0,54294.0
1296,female,Austria,2009,15-24 years,Millenials,11.0,501225.0,2.19,,400172297861.0,50356.0
1297,female,Austria,2009,25-34 years,Generation X,18.0,539304.0,3.34,,400172297861.0,50356.0
1298,female,Austria,2009,35-54 years,Boomers,101.0,1289816.0,7.83,,400172297861.0,50356.0
1299,female,Austria,2009,5-14 years,Generation Z,5.0,418410.0,1.2,,400172297861.0,50356.0
1300,female,Austria,2009,55-74 years,Silent,103.0,908213.0,11.34,,400172297861.0,50356.0
1301,female,Austria,2009,75+ years,Silent,68.0,430726.0,15.79,,400172297861.0,50356.0
1302,female,Austria,2010,15-24 years,Millenials,14.0,499638.0,2.8,879.0,391892746545.0,49181.0
1303,female,Austria,2010,25-34 years,Generation X,25.0,539299.0,4.64,879.0,391892746545.0,49181.0
1304,female,Austria,2010,35-54 years,Generation X,102.0,1291400.0,7.9,879.0,391892746545.0,49181.0
1305,female,Austria,2010,5-14 years,Generation Z,1.0,412838.0,0.24,879.0,391892746545.0,49181.0
1306,female,Austria,2010,55-74 years,Silent,90.0,923411.0,9.75,879.0,391892746545.0,49181.0
1307,female,Austria,2010,75+ years,Silent,62.0,431151.0,14.38,879.0,391892746545.0,49181.0
1308,female,Austria,2011,15-24 years,Millenials,23.0,498172.0,4.62,881.0,431120310089.0,53923.0
1309,female,Austria,2011,25-34 years,Millenials,23.0,542031.0,4.24,881.0,431120310089.0,53923.0
1310,female,Austria,2011,35-54 years,Generation X,95.0,1288452.0,7.37,881.0,431120310089.0,53923.0
1311,female,Austria,2011,5-14 years,Generation Z,1.0,407570.0,0.25,881.0,431120310089.0,53923.0
1312,female,Austria,2011,55-74 years,Boomers,113.0,942311.0,11.99,881.0,431120310089.0,53923.0
1313,female,Austria,2011,75+ years,Silent,58.0,431128.0,13.45,881.0,431120310089.0,53923.0
1314,female,Austria,2012,15-24 years,Millenials,6.0,497838.0,1.21,884.0,409425234155.0,50979.0
1315,female,Austria,2012,25-34 years,Millenials,20.0,547787.0,3.65,884.0,409425234155.0,50979.0
1316,female,Austria,2012,35-54 years,Generation X,87.0,1283769.0,6.78,884.0,409425234155.0,50979.0
1317,female,Austria,2012,5-14 years,Generation Z,1.0,402730.0,0.25,884.0,409425234155.0,50979.0
1318,female,Austria,2012,55-74 years,Boomers,99.0,962372.0,10.29,884.0,409425234155.0,50979.0
1319,female,Austria,2012,75+ years,Silent,76.0,430436.0,17.66,884.0,409425234155.0,50979.0
1320,female,Austria,2013,15-24 years,Millenials,20.0,496526.0,4.03,884.0,430068712972.0,53229.0
1321,female,Austria,2013,25-34 years,Millenials,25.0,556475.0,4.49,884.0,430068712972.0,53229.0
1322,female,Austria,2013,35-54 years,Generation X,94.0,1279480.0,7.35,884.0,430068712972.0,53229.0
1323,female,Austria,2013,5-14 years,Generation Z,3.0,400256.0,0.75,884.0,430068712972.0,53229.0
1324,female,Austria,2013,55-74 years,Boomers,118.0,981829.0,12.02,884.0,430068712972.0,53229.0
1325,female,Austria,2013,75+ years,Silent,64.0,431074.0,14.85,884.0,430068712972.0,53229.0
1326,female,Austria,2014,15-24 years,Millenials,17.0,493605.0,3.44,885.0,441885415806.0,54278.0
1327,female,Austria,2014,25-34 years,Millenials,29.0,566622.0,5.12,885.0,441885415806.0,54278.0
1328,female,Austria,2014,35-54 years,Generation X,93.0,1276047.0,7.29,885.0,441885415806.0,54278.0
1329,female,Austria,2014,5-14 years,Generation Z,0.0,399408.0,0.0,885.0,441885415806.0,54278.0
1330,female,Austria,2014,55-74 years,Boomers,108.0,993973.0,10.87,885.0,441885415806.0,54278.0
1331,female,Austria,2014,75+ years,Silent,77.0,442472.0,17.4,885.0,441885415806.0,54278.0
1332,female,Austria,2015,15-24 years,Millenials,19.0,490742.0,3.87,,382065930308.0,46484.0
1333,female,Austria,2015,25-34 years,Millenials,21.0,576661.0,3.64,,382065930308.0,46484.0
1334,female,Austria,2015,35-54 years,Generation X,79.0,1273034.0,6.21,,382065930308.0,46484.0
1335,female,Austria,2015,5-14 years,Generation Z,1.0,400831.0,0.25,,382065930308.0,46484.0
1336,female,Austria,2015,55-74 years,Boomers,100.0,998854.0,10.01,,382065930308.0,46484.0
1337,female,Austria,2015,75+ years,Silent,70.0,461676.0,15.16,,382065930308.0,46484.0
1338,female,Austria,2016,15-24 years,Millenials,22.0,488020.0,4.51,,390799991147.0,46976.0
1339,female,Austria,2016,25-34 years,Millenials,18.0,585913.0,3.07,,390799991147.0,46976.0
1340,female,Austria,2016,35-54 years,Generation X,95.0,1273241.0,7.46,,390799991147.0,46976.0
1341,female,Austria,2016,5-14 years,,,,,,,
1342,female,Austria,2016,55-74 years,Boomers,99.0,1009403.0,9.81,,390799991147.0,46976.0
1343,female,Austria,2016,75+ years,Silent,61.0,478267.0,12.75,,390799991147.0,46976.0
2112,female,Belarus,1985,15-24 years,,,,,,,
2113,female,Belarus,1985,25-34 years,,,,,,,
2114,female,Belarus,1985,35-54 years,,,,,,,
2115,female,Belarus,1985,5-14 years,,,,,,,
2116,female,Belarus,1985,55-74 years,,,,,,,
2117,female,Belarus,1985,75+ years,,,,,,,
2118,female,Belarus,1986,15-24 years,,,,,,,
2119,female,Belarus,1986,25-34 years,,,,,,,
2120,female,Belarus,1986,35-54 years,,,,,,,
2121,female,Belarus,1986,5-14 years,,,,,,,
2122,female,Belarus,1986,55-74 years,,,,,,,
2123,female,Belarus,1986,75+ years,,,,,,,
2124,female,Belarus,1987,15-24 years,,,,,,,
2125,female,Belarus,1987,25-34 years,,,,,,,
2126,female,Belarus,1987,35-54 years,,,,,,,
2127,female,Belarus,1987,5-14 years,,,,,,,
2128,female,Belarus,1987,55-74 years,,,,,,,
2129,female,Belarus,1987,75+ years,,,,,,,
2130,female,Belarus,1988,15-24 years,,,,,,,
2131,female,Belarus,1988,25-34 years,,,,,,,
2132,female,Belarus,1988,35-54 years,,,,,,,
2133,female,Belarus,1988,5-14 years,,,,,,,
2134,female,Belarus,1988,55-74 years,,,,,,,
2135,female,Belarus,1988,75+ years,,,,,,,
2136,female,Belarus,1989,15-24 years,,,,,,,
2137,female,Belarus,1989,25-34 years,,,,,,,
2138,female,Belarus,1989,35-54 years,,,,,,,
2139,female,Belarus,1989,5-14 years,,,,,,,
2140,female,Belarus,1989,55-74 years,,,,,,,
2141,female,Belarus,1989,75+ years,,,,,,,
2142,female,Belarus,1990,15-24 years,Generation X,24.0,706500.0,3.4,,21650000000.0,2301.0
2143,female,Belarus,1990,25-34 years,Boomers,45.0,839200.0,5.36,,21650000000.0,2301.0
2144,female,Belarus,1990,35-54 years,Silent,144.0,1284200.0,11.21,,21650000000.0,2301.0
2145,female,Belarus,1990,5-14 years,Generation X,3.0,763600.0,0.39,,21650000000.0,2301.0
2146,female,Belarus,1990,55-74 years,G.I. Generation,158.0,1101700.0,14.34,,21650000000.0,2301.0
2147,female,Belarus,1990,75+ years,G.I. Generation,61.0,339400.0,17.97,,21650000000.0,2301.0
2148,female,Belarus,1991,15-24 years,Generation X,30.0,702100.0,4.27,,18000000000.0,1899.0
2149,female,Belarus,1991,25-34 years,Boomers,42.0,823200.0,5.1,,18000000000.0,1899.0
2150,female,Belarus,1991,35-54 years,Boomers,121.0,1294600.0,9.35,,18000000000.0,1899.0
2151,female,Belarus,1991,5-14 years,Millenials,2.0,781100.0,0.26,,18000000000.0,1899.0
2152,female,Belarus,1991,55-74 years,Silent,175.0,1136700.0,15.4,,18000000000.0,1899.0
2153,female,Belarus,1991,75+ years,G.I. Generation,72.0,325800.0,22.1,,18000000000.0,1899.0
2154,female,Belarus,1992,15-24 years,Generation X,31.0,708000.0,4.38,,17037037037.0,1780.0
2155,female,Belarus,1992,25-34 years,Boomers,50.0,811300.0,6.16,,17037037037.0,1780.0
2156,female,Belarus,1992,35-54 years,Boomers,157.0,1309400.0,11.99,,17037037037.0,1780.0
2157,female,Belarus,1992,5-14 years,Millenials,4.0,793700.0,0.5,,17037037037.0,1780.0
2158,female,Belarus,1992,55-74 years,Silent,160.0,1171400.0,13.66,,17037037037.0,1780.0
2159,female,Belarus,1992,75+ years,G.I. Generation,68.0,314000.0,21.66,,17037037037.0,1780.0
2160,female,Belarus,1993,15-24 years,Generation X,37.0,713800.0,5.18,,16280991736.0,1689.0
2161,female,Belarus,1993,25-34 years,Boomers,58.0,794600.0,7.3,,16280991736.0,1689.0
2162,female,Belarus,1993,35-54 years,Boomers,164.0,1323600.0,12.39,,16280991736.0,1689.0
2163,female,Belarus,1993,5-14 years,Millenials,4.0,804600.0,0.5,,16280991736.0,1689.0
2164,female,Belarus,1993,55-74 years,Silent,198.0,1193700.0,16.59,,16280991736.0,1689.0
2165,female,Belarus,1993,75+ years,G.I. Generation,64.0,310600.0,20.61,,16280991736.0,1689.0
2166,female,Belarus,1994,15-24 years,Generation X,36.0,719700.0,5.0,,14932024169.0,1547.0
2167,female,Belarus,1994,25-34 years,Boomers,60.0,784400.0,7.65,,14932024169.0,1547.0
2168,female,Belarus,1994,35-54 years,Boomers,177.0,1336000.0,13.25,,14932024169.0,1547.0
2169,female,Belarus,1994,5-14 years,Millenials,2.0,807600.0,0.25,,14932024169.0,1547.0
2170,female,Belarus,1994,55-74 years,Silent,227.0,1206100.0,18.82,,14932024169.0,1547.0
2171,female,Belarus,1994,75+ years,G.I. Generation,69.0,307500.0,22.44,,14932024169.0,1547.0
2172,female,Belarus,1995,15-24 years,Generation X,33.0,729900.0,4.52,,13972676841.0,1444.0
2173,female,Belarus,1995,25-34 years,Generation X,51.0,762300.0,6.69,,13972676841.0,1444.0
2174,female,Belarus,1995,35-54 years,Boomers,181.0,1360000.0,13.31,,13972676841.0,1444.0
2175,female,Belarus,1995,5-14 years,Millenials,3.0,807300.0,0.37,,13972676841.0,1444.0
2176,female,Belarus,1995,55-74 years,Silent,197.0,1220800.0,16.14,,13972676841.0,1444.0
2177,female,Belarus,1995,75+ years,G.I. Generation,49.0,304600.0,16.09,,13972676841.0,1444.0
2178,female,Belarus,1996,15-24 years,Generation X,43.0,737300.0,5.83,,14756846154.0,1524.0
2179,female,Belarus,1996,25-34 years,Generation X,59.0,741800.0,7.95,,14756846154.0,1524.0
2180,female,Belarus,1996,35-54 years,Boomers,170.0,1384800.0,12.28,,14756846154.0,1524.0
2181,female,Belarus,1996,5-14 years,Millenials,3.0,797600.0,0.38,,14756846154.0,1524.0
2182,female,Belarus,1996,55-74 years,Silent,214.0,1226000.0,17.46,,14756846154.0,1524.0
2183,female,Belarus,1996,75+ years,G.I. Generation,57.0,302400.0,18.85,,14756846154.0,1524.0
2184,female,Belarus,1997,15-24 years,Generation X,50.0,744100.0,6.72,,14128408566.0,1458.0
2185,female,Belarus,1997,25-34 years,Generation X,75.0,726900.0,10.32,,14128408566.0,1458.0
2186,female,Belarus,1997,35-54 years,Boomers,188.0,1415500.0,13.28,,14128408566.0,1458.0
2187,female,Belarus,1997,5-14 years,Millenials,2.0,783300.0,0.26,,14128408566.0,1458.0
2188,female,Belarus,1997,55-74 years,Silent,188.0,1218800.0,15.43,,14128408566.0,1458.0
2189,female,Belarus,1997,75+ years,G.I. Generation,59.0,305000.0,19.34,,14128408566.0,1458.0
2190,female,Belarus,1998,15-24 years,Generation X,39.0,755800.0,5.16,,15222012660.0,1570.0
2191,female,Belarus,1998,25-34 years,Generation X,51.0,716200.0,7.12,,15222012660.0,1570.0
2192,female,Belarus,1998,35-54 years,Boomers,192.0,1455000.0,13.2,,15222012660.0,1570.0
2193,female,Belarus,1998,5-14 years,Millenials,5.0,761400.0,0.66,,15222012660.0,1570.0
2194,female,Belarus,1998,55-74 years,Silent,185.0,1191300.0,15.53,,15222012660.0,1570.0
2195,female,Belarus,1998,75+ years,G.I. Generation,78.0,316400.0,24.65,,15222012660.0,1570.0
2196,female,Belarus,1999,15-24 years,Generation X,48.0,741400.0,6.47,,12138486532.0,1269.0
2197,female,Belarus,1999,25-34 years,Generation X,67.0,697900.0,9.6,,12138486532.0,1269.0
2198,female,Belarus,1999,35-54 years,Boomers,174.0,1465100.0,11.88,,12138486532.0,1269.0
2199,female,Belarus,1999,5-14 years,Millenials,4.0,713600.0,0.56,,12138486532.0,1269.0
2200,female,Belarus,1999,55-74 years,Silent,170.0,1157900.0,14.68,,12138486532.0,1269.0
2201,female,Belarus,1999,75+ years,G.I. Generation,66.0,318400.0,20.73,,12138486532.0,1269.0
2202,female,Belarus,2000,15-24 years,Generation X,36.0,754801.0,4.77,683.0,12736856828.0,1335.0
2203,female,Belarus,2000,25-34 years,Generation X,54.0,693860.0,7.78,683.0,12736856828.0,1335.0
2204,female,Belarus,2000,35-54 years,Boomers,170.0,1497056.0,11.36,683.0,12736856828.0,1335.0
2205,female,Belarus,2000,5-14 years,Millenials,6.0,683020.0,0.88,683.0,12736856828.0,1335.0
2206,female,Belarus,2000,55-74 years,Silent,172.0,1125001.0,15.29,683.0,12736856828.0,1335.0
2207,female,Belarus,2000,75+ years,G.I. Generation,67.0,331579.0,20.21,683.0,12736856828.0,1335.0
2208,female,Belarus,2001,15-24 years,Millenials,36.0,768639.0,4.68,,12354820144.0,1299.0
2209,female,Belarus,2001,25-34 years,Generation X,53.0,691653.0,7.66,,12354820144.0,1299.0
2210,female,Belarus,2001,35-54 years,Boomers,164.0,1522267.0,10.77,,12354820144.0,1299.0
2211,female,Belarus,2001,5-14 years,Millenials,2.0,647427.0,0.31,,12354820144.0,1299.0
2212,female,Belarus,2001,55-74 years,Silent,162.0,1094844.0,14.8,,12354820144.0,1299.0
2213,female,Belarus,2001,75+ years,Silent,73.0,346664.0,21.06,,12354820144.0,1299.0
2214,female,Belarus,2002,15-24 years,Millenials,32.0,780846.0,4.1,,14594249023.0,1541.0
2215,female,Belarus,2002,25-34 years,Generation X,65.0,691146.0,9.4,,14594249023.0,1541.0
2216,female,Belarus,2002,35-54 years,Boomers,191.0,1533648.0,12.45,,14594249023.0,1541.0
2217,female,Belarus,2002,5-14 years,Millenials,5.0,609886.0,0.82,,14594249023.0,1541.0
2218,female,Belarus,2002,55-74 years,Silent,149.0,1076366.0,13.84,,14594249023.0,1541.0
2219,female,Belarus,2002,75+ years,Silent,69.0,359673.0,19.18,,14594249023.0,1541.0
2220,female,Belarus,2003,15-24 years,Millenials,46.0,789030.0,5.83,,17827791321.0,1892.0
2221,female,Belarus,2003,25-34 years,Generation X,57.0,692961.0,8.23,,17827791321.0,1892.0
2222,female,Belarus,2003,35-54 years,Boomers,179.0,1536542.0,11.65,,17827791321.0,1892.0
2223,female,Belarus,2003,5-14 years,Millenials,3.0,574416.0,0.52,,17827791321.0,1892.0
2224,female,Belarus,2003,55-74 years,Silent,177.0,1062435.0,16.66,,17827791321.0,1892.0
2225,female,Belarus,2003,75+ years,Silent,78.0,374617.0,20.82,,17827791321.0,1892.0
2226,female,Belarus,2004,15-24 years,,,,,,,
2227,female,Belarus,2004,25-34 years,,,,,,,
2228,female,Belarus,2004,35-54 years,,,,,,,
2229,female,Belarus,2004,5-14 years,,,,,,,
2230,female,Belarus,2004,55-74 years,,,,,,,
2231,female,Belarus,2004,75+ years,,,,,,,
2232,female,Belarus,2005,15-24 years,,,,,,,
2233,female,Belarus,2005,25-34 years,,,,,,,
2234,female,Belarus,2005,35-54 years,,,,,,,
2235,female,Belarus,2005,5-14 years,,,,,,,
2236,female,Belarus,2005,55-74 years,,,,,,,
2237,female,Belarus,2005,75+ years,,,,,,,
2238,female,Belarus,2006,15-24 years,,,,,,,
2239,female,Belarus,2006,25-34 years,,,,,,,
2240,female,Belarus,2006,35-54 years,,,,,,,
2241,female,Belarus,2006,5-14 years,,,,,,,
2242,female,Belarus,2006,55-74 years,,,,,,,
2243,female,Belarus,2006,75+ years,,,,,,,
2244,female,Belarus,2007,15-24 years,Millenials,37.0,768164.0,4.82,,45277399814.0,4898.0
2245,female,Belarus,2007,25-34 years,Generation X,56.0,711481.0,7.87,,45277399814.0,4898.0
2246,female,Belarus,2007,35-54 years,Boomers,163.0,1518188.0,10.74,,45277399814.0,4898.0
2247,female,Belarus,2007,5-14 years,Generation Z,3.0,474089.0,0.63,,45277399814.0,4898.0
2248,female,Belarus,2007,55-74 years,Silent,127.0,1054993.0,12.04,,45277399814.0,4898.0
2249,female,Belarus,2007,75+ years,Silent,70.0,424470.0,16.49,,45277399814.0,4898.0
2250,female,Belarus,2008,15-24 years,Millenials,29.0,745464.0,3.89,,60763483146.0,6601.0
2251,female,Belarus,2008,25-34 years,Generation X,66.0,723117.0,9.13,,60763483146.0,6601.0
2252,female,Belarus,2008,35-54 years,Boomers,184.0,1514338.0,12.15,,60763483146.0,6601.0
2253,female,Belarus,2008,5-14 years,Generation Z,2.0,458327.0,0.44,,60763483146.0,6601.0
2254,female,Belarus,2008,55-74 years,Silent,127.0,1059632.0,11.99,,60763483146.0,6601.0
2255,female,Belarus,2008,75+ years,Silent,63.0,432516.0,14.57,,60763483146.0,6601.0
2256,female,Belarus,2009,15-24 years,Millenials,45.0,716695.0,6.28,,49209523810.0,5366.0
2257,female,Belarus,2009,25-34 years,Generation X,74.0,737605.0,10.03,,49209523810.0,5366.0
2258,female,Belarus,2009,35-54 years,Boomers,165.0,1507662.0,10.94,,49209523810.0,5366.0
2259,female,Belarus,2009,5-14 years,Generation Z,3.0,447324.0,0.67,,49209523810.0,5366.0
2260,female,Belarus,2009,55-74 years,Silent,144.0,1073032.0,13.42,,49209523810.0,5366.0
2261,female,Belarus,2009,75+ years,Silent,74.0,434130.0,17.05,,49209523810.0,5366.0
2262,female,Belarus,2010,15-24 years,Millenials,39.0,668827.0,5.83,786.0,57222490769.0,6371.0
2263,female,Belarus,2010,25-34 years,Generation X,60.0,715558.0,8.39,786.0,57222490769.0,6371.0
2264,female,Belarus,2010,35-54 years,Generation X,145.0,1483086.0,9.78,786.0,57222490769.0,6371.0
2265,female,Belarus,2010,5-14 years,Generation Z,1.0,437506.0,0.23,786.0,57222490769.0,6371.0
2266,female,Belarus,2010,55-74 years,Silent,83.0,1092687.0,7.6,786.0,57222490769.0,6371.0
2267,female,Belarus,2010,75+ years,Silent,62.0,432426.0,14.34,786.0,57222490769.0,6371.0
2268,female,Belarus,2011,15-24 years,Millenials,36.0,639397.0,5.63,793.0,61757788945.0,6902.0
2269,female,Belarus,2011,25-34 years,Millenials,42.0,724263.0,5.8,793.0,61757788945.0,6902.0
2270,female,Belarus,2011,35-54 years,Generation X,141.0,1470135.0,9.59,793.0,61757788945.0,6902.0
2271,female,Belarus,2011,5-14 years,Generation Z,1.0,435715.0,0.23,793.0,61757788945.0,6902.0
2272,female,Belarus,2011,55-74 years,Boomers,91.0,1104192.0,8.24,793.0,61757788945.0,6902.0
2273,female,Belarus,2011,75+ years,Silent,69.0,441193.0,15.64,793.0,61757788945.0,6902.0
2274,female,Belarus,2012,15-24 years,,,,,,,
2275,female,Belarus,2012,25-34 years,,,,,,,
2276,female,Belarus,2012,35-54 years,,,,,,,
2277,female,Belarus,2012,5-14 years,,,,,,,
2278,female,Belarus,2012,55-74 years,,,,,,,
2279,female,Belarus,2012,75+ years,,,,,,,
2280,female,Belarus,2013,15-24 years,Millenials,25.0,576270.0,4.34,796.0,75527984234.0,8477.0
2281,female,Belarus,2013,25-34 years,Millenials,45.0,739769.0,6.08,796.0,75527984234.0,8477.0
2282,female,Belarus,2013,35-54 years,Generation X,111.0,1438609.0,7.72,796.0,75527984234.0,8477.0
2283,female,Belarus,2013,5-14 years,Generation Z,1.0,446842.0,0.22,796.0,75527984234.0,8477.0
2284,female,Belarus,2013,55-74 years,Boomers,87.0,1130796.0,7.69,796.0,75527984234.0,8477.0
2285,female,Belarus,2013,75+ years,Silent,65.0,464748.0,13.99,796.0,75527984234.0,8477.0
2286,female,Belarus,2014,15-24 years,Millenials,15.0,546952.0,2.74,798.0,78813839984.0,8849.0
2287,female,Belarus,2014,25-34 years,Millenials,41.0,745490.0,5.5,798.0,78813839984.0,8849.0
2288,female,Belarus,2014,35-54 years,Generation X,93.0,1421531.0,6.54,798.0,78813839984.0,8849.0
2289,female,Belarus,2014,5-14 years,Generation Z,6.0,455300.0,1.32,798.0,78813839984.0,8849.0
